Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cuidados PLA (product.metafields.custom.cuidados_pla),Material PLA (product.metafields.custom.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
contenedor-hamburguesero-compostable-6x6-fecula-de-maiz,Contenedor Hamburguesero compostable 6x6 - Fécula de Maíz,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CONTENEDORES COMPOSTABLES TIPO ALMEJA  FABRICADOS CON FÉCULA DE MAÍZ</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Los contenedores de XICOPACK Son 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p data-mce-fragment=""1"">Fécula de Maíz<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Algunos de estos materiales se consideran residuos después del procesamiento de cultivos y, a menudo, se queman. Estas fibras son un recurso valioso</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">para fabricar productos como platos, recipientes para llevar, tazones,</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">y otros compostables.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CARACTERISTICAS Y BENEFICIOS</b></p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Su degradación se da entre los 90 a 240 días en composta industrial</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Todos nuestros productos cuentan con certificaciones nacionales e internacionales</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Resiste -20<span data-mce-fragment=""1"">° C a 120° C</span></span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dígales a sus clientes que se preocupa por el medio ambiente. </span></li>
</ul>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CONTENEDORES</b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ancho (cm)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Largo (cm)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Alto (cm)<br data-mce-fragment=""1""></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">6 x 6</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">15</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">15</span></p>
</td>
<td data-mce-fragment=""1"">
<p>8</p>
</td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" mce-data-marked=""1"" data-mce-style=""font-weight: 400;"">6 x 6</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">12</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""> 49 x 32 x 32</p>
</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware,Contenedor compostable,"Comida p/llevar, Contenedores, Fécula de Maíz",true,Color,Blanco,,Cantidad,50,,,,,002FMAIZP,300.0,shopify,deny,manual,272.91,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/62.jpg?v=1674585379,1,,false,Contenedor Hamburguesero compostable 6x6 | Mayoreo - Xicopack,Compre Contenedor Hamburguesero compostable 6x6 hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Enví...,,,,,,,,,,,,,,,,,,g,,169.36,true,,,active
contenedor-hamburguesero-compostable-6x6-fecula-de-maiz,,,,,,,,,Blanco,,,500,,,,,002FMAIZ,4000.0,shopify,deny,manual,2402.92,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/63.jpg?v=1674585378,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1693.60,,,,
contenedor-hamburguesero-compostable-6x6-fecula-de-maiz,,,,,,,,,Negro,,,50,,,,,003FMAIZP,300.0,shopify,deny,manual,299.50,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/64.jpg?v=1674585378,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,183.75,,,,
contenedor-hamburguesero-compostable-6x6-fecula-de-maiz,,,,,,,,,Negro,,,500,,,,,003FMAIZ,4000.0,shopify,deny,manual,2635.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/65.jpg?v=1674585379,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1693.60,,,,
contenedores-compostables-almeja-con-division-fecula-de-maiz,Contenedores compostables Almeja Con División - Fécula de Maíz,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CONTENEDORES COMPOSTABLES TIPO ALMEJA  FABRICADOS CON FÉCULA DE MAÍZ</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Los contenedores de XICOPACK Son 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p data-mce-fragment=""1"">Fécula de Maíz<br></p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Algunos de estos materiales se consideran residuos después del procesamiento de cultivos y, a menudo, se queman. Estas fibras son un recurso valioso</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">para fabricar productos como platos, recipientes para llevar, tazones,</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">y otros compostables.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CARACTERISTICAS Y BENEFICIOS</b></p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Su degradación se da entre los 90 a 240 días en composta industrial</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Todos nuestros productos cuentan con certificaciones nacionales e internacionales</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Resiste -20<span data-mce-fragment=""1"">° C a 120° C</span></span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dígales a sus clientes que se preocupa por el medio ambiente. </span></li>
</ul>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CONTENEDORES</b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr style=""height: 33px;"" data-mce-fragment=""1"">
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ancho (cm)</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Largo (cm)</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Alto (cm)<br data-mce-fragment=""1""></p>
</td>
</tr>
<tr style=""height: 33px;"" data-mce-fragment=""1"">
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">8 x 8</p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">21</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">21</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p>12<br></p>
</td>
</tr>
<tr style=""height: 30.8281px;"" data-mce-fragment=""1"">
<td style=""height: 30.8281px;"" data-mce-fragment=""1"">9 x 9</td>
<td style=""height: 30.8281px;"" data-mce-fragment=""1"">23</td>
<td style=""height: 30.8281px;"" data-mce-fragment=""1"">23</td>
<td style=""height: 30.8281px;"" data-mce-fragment=""1"">12</td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr style=""height: 33px;"" data-mce-fragment=""1"">
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr style=""height: 33px;"" data-mce-fragment=""1"">
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"" mce-data-marked=""1"">8 x 8</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">15</span></p>
</td>
<td style=""height: 33px;"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> 49 x 40 x 27</p>
</td>
</tr>
<tr style=""height: 32px;"" data-mce-fragment=""1"">
<td style=""height: 32px;"" data-mce-fragment=""1"">9 x 9</td>
<td style=""height: 32px;"" data-mce-fragment=""1"">15</td>
<td style=""height: 32px;"" data-mce-fragment=""1"">49 x 40 x 27</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware,Contenedor compostable,"Comida p/llevar, Contenedores, Fécula de Maíz",true,Tamaño,8 x 8,,Color,Negro,,Cantidad,50,,007FMAIZP,300.0,shopify,deny,manual,597.61,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/50.jpg?v=1675095826,1,,false,Contenedores compostables Almeja Con División | Mayoreo - Xicopack,Compre Contenedores compostables Almeja Con División hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA....,,,,,,,,,,,,,,,,,,g,,390.05,true,,,active
contenedores-compostables-almeja-con-division-fecula-de-maiz,,,,,,,,,8 x 8,,,Negro,,,200,,007FMAIZ,4000.0,shopify,deny,manual,2028.26,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/51.jpg?v=1675095824,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1560.20,,,,
contenedores-compostables-almeja-con-division-fecula-de-maiz,,,,,,,,,8 x 8,,,Blanco,,,50,,006FMAIZP,300.0,shopify,deny,manual,546.38,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/52.jpg?v=1675095825,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,359.02,,,,
contenedores-compostables-almeja-con-division-fecula-de-maiz,,,,,,,,,8 x 8,,,Blanco,,,200,,006FMAIZ,4000.0,shopify,deny,manual,2028.26,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/53.jpg?v=1675095824,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1436.08,,,,
contenedores-compostables-almeja-con-division-fecula-de-maiz,,,,,,,,,9 x 9,,,Negro,,,50,,012FMAIZP,300.0,shopify,deny,manual,683.57,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,478.50,,,,
contenedores-compostables-almeja-con-division-fecula-de-maiz,,,,,,,,,9 x 9,,,Negro,,,125,,012FMAIZ,4000.0,shopify,deny,manual,2485.71,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1914.00,,,,
contenedores-compostables-almeja-con-division-fecula-de-maiz,,,,,,,,,9 x 9,,,Blanco,,,50,,011FMAIZP,300.0,shopify,deny,manual,683.57,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,478.50,,,,
contenedores-compostables-almeja-con-division-fecula-de-maiz,,,,,,,,,9 x 9,,,Blanco,,,125,,011FMAIZ,4000.0,shopify,deny,manual,2485.71,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1914.00,,,,
contenedores-compostables-almeja-fecula-de-maiz,Contenedores compostables Almeja Sin División - Fécula de Maíz,"<p> </p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CONTENEDORES COMPOSTABLES TIPO ALMEJA  FABRICADOS CON FÉCULA DE MAÍZ</b></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Los contenedores de XICOPACK Son desechables 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p data-mce-fragment=""1"">Fécula de Maíz<br></p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Algunos de estos materiales se consideran residuos después del procesamiento de cultivos y, a menudo, se queman. Estas fibras son un recurso valioso</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">para fabricar productos como platos, recipientes para llevar, tazones,</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">y otros compostables.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CARACTERISTICAS Y BENEFICIOS</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Su degradación se da entre los 90 a 240 días en composta industrial</span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Todos nuestros productos cuentan con certificaciones nacionales e internacionales</span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Resiste -20<span data-mce-fragment=""1"">° C a 120° C</span></span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Dígales a sus clientes que se preocupa por el medio ambiente. </span></li>
</ul>
<p><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CONTENEDORES</b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"" style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Ancho (cm)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Largo (cm)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1"">Alto (cm)<br data-mce-fragment=""1""></p>
</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1"">8 x 8</p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">21</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">21</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">12</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 30.8281px;"">
<td data-mce-fragment=""1"" style=""height: 30.8281px;"">9 x 9</td>
<td data-mce-fragment=""1"" style=""height: 30.8281px;"">23</td>
<td data-mce-fragment=""1"" style=""height: 30.8281px;"">23</td>
<td data-mce-fragment=""1"" style=""height: 30.8281px;"">12</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 30px;"">
<td data-mce-fragment=""1"" style=""height: 30px;"">8 x 6</td>
<td data-mce-fragment=""1"" style=""height: 30px;"">21</td>
<td data-mce-fragment=""1"" style=""height: 30px;"">15</td>
<td data-mce-fragment=""1"" style=""height: 30px;"">12</td>
</tr>
</tbody>
</table>
<p><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<p><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"" style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 33px;"">
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">8 x 8</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">15</span></p>
</td>
<td data-mce-fragment=""1"" style=""height: 33px;"">
<p data-mce-fragment=""1"">49 x 40 x 27<br></p>
</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 32px;"">
<td data-mce-fragment=""1"" style=""height: 32px;"">9 x 9</td>
<td data-mce-fragment=""1"" style=""height: 32px;"">15</td>
<td data-mce-fragment=""1"" style=""height: 32px;"">49 x 40 x 27</td>
</tr>
<tr data-mce-fragment=""1"" style=""height: 27.9453px;"">
<td data-mce-fragment=""1"" style=""height: 27.9453px;"">8 x 6</td>
<td data-mce-fragment=""1"" style=""height: 27.9453px;"">15</td>
<td data-mce-fragment=""1"" style=""height: 27.9453px;"">49 x 40 x 27</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware,Contenedor compostable,"Comida p/llevar, Contenedores, Fécula de Maíz",true,Tamaño,8 x 8,,Color,Negro,,Cantidad,100,,005FMAIZP,300.0,shopify,deny,manual,1224.44,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/54.jpg?v=1675096041,1,,false,Contenedores compostables Almeja Sin División | Mayoreo - Xicopack,Compre Contenedores compostables Almeja Sin División hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA....,,,,,,,,,,,,,,,,,,g,,339.67,true,,,active
